filename,label
24fb_001.wav,Severe
34m_058.wav,Mild
24ma_002.wav,Mild
35ma_012.wav,Mild
68m_026.wav,Severe
24ma_045.wav,Severe
29mb_010.wav,Mild
62m_006.wav,Mild
29mb_081.wav,Severe
62m_117.wav,Mild
44m_363.wav,Severe
35mb_090.wav,Severe
57m_076.wav,Mild
29ma_067.wav,Mild
34m_089.wav,Severe
35mb_068.wav,Mild
50fa_150.wav,Mild
46ma_020.wav,Mild
54m_089.wav,Severe
44m_236.wav,Mild
54m_046.wav,Severe
57m_043.wav,Severe
503_012.wav,Severe
24mb_092.wav,Mild
60m_083.wav,Mild
44m_292.wav,Severe
68m_076.wav,Severe
68m_042.wav,Mild
24fa_019.wav,Moderate
57m_057.wav,Severe
44m_329.wav,Severe
50fa_114.wav,Mild
44m_272.wav,Severe
44m_118.wav,Mild
34m_083.wav,Mild
44m_267.wav,Severe
54m_050.wav,Severe
34m_001.wav,Mild
508_132.wav,Severe
46mb_005.wav,Severe
68m_024.wav,Moderate
54f_088.wav,Mild
46ma_092.wav,Mild
46ma_076.wav,Mild
46ma_000.wav,Mild
24fb_030.wav,Severe
60m_046.wav,Mild
44m_239.wav,Severe
54m_085.wav,Mild
24mb_023.wav,Mild
35mb_007.wav,Mild
46ma_072.wav,Mild
35mb_094.wav,Mild
24ma_038.wav,Mild
64m_099.wav,Mild
26f_054.wav,Moderate
24mb_113.wav,Mild
35mb_078.wav,Severe
50fb_056.wav,Severe
35mb_047.wav,Mild
50fa_042.wav,Severe
44m_352.wav,Mild
62f_028.wav,Severe
68m_027.wav,Severe
24mb_026.wav,Mild
24fc_078.wav,Mild
44m_314.wav,Mild
29mb_021.wav,Severe
60m_136.wav,Severe
44m_375.wav,Mild
24fa_017.wav,Severe
43m_014.wav,Severe
44m_350.wav,Severe
60m_122.wav,Mild
24mb_060.wav,Severe
46ma_023.wav,Mild
35ma_007.wav,Severe
24fc_101.wav,Severe
34m_099.wav,Severe
46ma_053.wav,Mild
44m_254.wav,Mild
60m_000.wav,Mild
50fa_009.wav,Severe
60m_039.wav,Mild
509_027.wav,Mild
29mb_037.wav,Severe
35ma_020.wav,Mild
29ma_047.wav,Mild
29mb_058.wav,Severe
50fa_070.wav,Mild
46ma_101.wav,Mild
44m_120.wav,Mild
29ma_086.wav,Moderate
34m_064.wav,Mild
54f_079.wav,Severe
64m_085.wav,Severe
24fc_025.wav,Severe
44m_252.wav,Mild
35mb_037.wav,Severe
25m_050.wav,Severe
29mb_103.wav,Mild
29mb_067.wav,Severe
50fa_119.wav,Mild
24fa_001.wav,Severe
44m_123.wav,Moderate
60m_060.wav,Mild
29ma_091.wav,Severe
24ma_003.wav,Mild
508_118.wav,Severe
25m_011.wav,Severe
50fa_181.wav,Severe
37m_009.wav,Severe
43m_055.wav,Moderate
54m_017.wav,Severe
57m_034.wav,Moderate
44m_076.wav,Severe
25m_006.wav,Mild
25m_010.wav,Severe
44m_189.wav,Mild
62m_050.wav,Mild
24fc_003.wav,Severe
50fa_133.wav,Mild
64m_011.wav,Moderate
35mb_086.wav,Mild
25m_009.wav,Mild
508_096.wav,Mild
508_005.wav,Severe
50fa_154.wav,Mild
64m_051.wav,Severe
46ma_015.wav,Mild
24ma_027.wav,Moderate
46ma_087.wav,Mild
39f_012.wav,Mild
29ma_095.wav,Severe
34m_066.wav,Severe
28m_014.wav,Moderate
25m_077.wav,Severe
27ma_018.wav,Severe
24mb_042.wav,Mild
24mb_137.wav,Mild
24mb_027.wav,Mild
35mb_099.wav,Moderate
44m_186.wav,Severe
44m_209.wav,Severe
68m_048.wav,Mild
44m_052.wav,Mild
29mb_073.wav,Severe
24mb_041.wav,Mild
32m_026.wav,Moderate
54m_013.wav,Moderate
50fa_112.wav,Mild
43m_068.wav,Severe
508_052.wav,Moderate
29ma_060.wav,Mild
24ma_011.wav,Mild
64m_079.wav,Moderate
62m_022.wav,Severe
24fa_011.wav,Severe
34m_093.wav,Severe
60m_127.wav,Mild
508_009.wav,Mild
29ma_042.wav,Severe
50fa_111.wav,Mild
24mb_081.wav,Mild
44m_380.wav,Mild
50fa_202.wav,Severe
24mb_107.wav,Mild
32m_008.wav,Severe
50fb_047.wav,Mild
29ma_045.wav,Severe
25m_043.wav,Severe
44m_184.wav,Severe
28m_026.wav,Severe
35mb_031.wav,Severe
25m_037.wav,Severe
35mb_085.wav,Moderate
508_038.wav,Severe
44m_310.wav,Severe
24mb_022.wav,Mild
43m_042.wav,Severe
24mb_037.wav,Mild
46ma_028.wav,Mild
62f_025.wav,Severe
46mb_030.wav,Severe
44m_142.wav,Severe
27ma_022.wav,Severe
44m_073.wav,Mild
29mc_042.wav,Mild
32m_014.wav,Severe
29mc_035.wav,Severe
24fc_089.wav,Mild
46ma_075.wav,Mild
26f_036.wav,Mild
50fa_142.wav,Severe
46ma_016.wav,Mild
25m_055.wav,Severe
50fa_087.wav,Mild
60m_073.wav,Severe
64m_106.wav,Severe
44m_047.wav,Mild
60m_117.wav,Mild
37m_004.wav,Mild
34m_084.wav,Mild
24mb_140.wav,Severe
62m_099.wav,Mild
54m_062.wav,Mild
29mb_016.wav,Severe
24fa_002.wav,Severe
44m_036.wav,Mild
27ma_034.wav,Severe
507_056.wav,Severe
50fa_219.wav,Severe
54f_025.wav,Severe
503_038.wav,Severe
64m_016.wav,Mild
62m_073.wav,Mild
54f_018.wav,Severe
46ma_001.wav,Moderate
24mb_133.wav,Mild
34m_039.wav,Mild
24mb_121.wav,Severe
50fa_186.wav,Mild
32m_042.wav,Mild
508_055.wav,Mild
50fb_031.wav,Severe
60m_079.wav,Mild
34m_021.wav,Mild
35mb_018.wav,Severe
43m_000.wav,Severe
24fa_073.wav,Severe
35ma_002.wav,Severe
62m_121.wav,Severe
68m_020.wav,Mild
29mc_007.wav,Severe
64m_036.wav,Severe
26m_002.wav,Mild
26f_006.wav,Severe
62m_039.wav,Mild
28m_041.wav,Severe
24mb_006.wav,Mild
44m_155.wav,Severe
29ma_097.wav,Moderate
50fb_061.wav,Severe
50fb_050.wav,Severe
50fb_020.wav,Severe
44m_195.wav,Mild
43m_045.wav,Severe
44m_128.wav,Moderate
508_097.wav,Moderate
68m_059.wav,Severe
35mb_036.wav,Mild
24mb_008.wav,Mild
50fa_147.wav,Moderate
29mb_063.wav,Severe
44m_094.wav,Severe
44m_192.wav,Severe
62m_114.wav,Mild
509_030.wav,Moderate
54m_073.wav,Severe
44m_293.wav,Mild
508_136.wav,Mild
509_006.wav,Mild
507_012.wav,Severe
24mb_131.wav,Mild
25m_063.wav,Severe
54f_059.wav,Mild
54m_024.wav,Severe
50fb_000.wav,Severe
46mb_026.wav,Mild
62m_054.wav,Mild
44m_109.wav,Mild
24mb_138.wav,Severe
68m_071.wav,Mild
24mb_029.wav,Mild
60m_037.wav,Severe
29ma_034.wav,Mild
24mb_001.wav,Severe
62f_016.wav,Severe
68m_035.wav,Moderate
24ma_017.wav,Severe
26f_031.wav,Mild
26f_004.wav,Mild
508_040.wav,Severe
62m_083.wav,Mild
44m_389.wav,Mild
503_011.wav,Moderate
43m_053.wav,Severe
32m_046.wav,Mild
62m_038.wav,Severe
64m_046.wav,Severe
50fa_012.wav,Severe
28m_044.wav,Severe
62m_021.wav,Severe
64m_095.wav,Severe
46mb_020.wav,Mild
44m_112.wav,Severe
24fb_014.wav,Severe
44m_074.wav,Mild
24fb_017.wav,Severe
507_043.wav,Moderate
64m_064.wav,Mild
64m_071.wav,Mild
35mb_083.wav,Severe
68m_005.wav,Moderate
24fc_036.wav,Mild
29mb_027.wav,Severe
25m_079.wav,Severe
68m_031.wav,Severe
50fa_125.wav,Mild
34m_088.wav,Severe
24mb_011.wav,Mild
64m_098.wav,Severe
503_044.wav,Severe
64m_023.wav,Severe
44m_333.wav,Severe
503_048.wav,Mild
64m_109.wav,Mild
46ma_026.wav,Mild
24mb_103.wav,Severe
29mb_086.wav,Severe
39f_010.wav,Severe
57m_004.wav,Severe
508_057.wav,Moderate
35ma_006.wav,Severe
29ma_016.wav,Severe
43m_047.wav,Severe
24fa_068.wav,Severe
24fc_128.wav,Mild
25m_040.wav,Severe
25m_014.wav,Severe
50fa_151.wav,Severe
24ma_039.wav,Mild
62m_053.wav,Severe
44m_147.wav,Severe
62m_041.wav,Mild
64m_080.wav,Severe
57m_071.wav,Mild
62f_024.wav,Mild
68m_038.wav,Mild
62m_070.wav,Severe
46ma_005.wav,Mild
25m_052.wav,Severe
25m_084.wav,Severe
35mb_096.wav,Moderate
60m_047.wav,Mild
44m_229.wav,Severe
50fa_065.wav,Mild
32m_002.wav,Moderate
503_017.wav,Severe
62m_013.wav,Severe
54m_031.wav,Severe
26m_000.wav,Mild
44m_208.wav,Mild
50fa_104.wav,Moderate
44m_084.wav,Mild
509_000.wav,Mild
35ma_013.wav,Severe
68m_016.wav,Mild
28m_028.wav,Moderate
508_073.wav,Moderate
46ma_100.wav,Mild
43m_020.wav,Severe
44m_234.wav,Mild
43m_023.wav,Severe
29ma_032.wav,Mild
25m_038.wav,Severe
26m_020.wav,Moderate
68m_012.wav,Severe
39f_023.wav,Severe
508_088.wav,Moderate
46ma_033.wav,Mild
29ma_022.wav,Moderate
54f_057.wav,Severe
62m_077.wav,Moderate
54f_020.wav,Mild
50fa_140.wav,Mild
62m_096.wav,Mild
35mb_072.wav,Mild
50fa_040.wav,Severe
24fc_111.wav,Severe
62m_048.wav,Severe
50fa_113.wav,Mild
24fa_006.wav,Severe
50fa_190.wav,Mild
64m_050.wav,Severe
54f_037.wav,Severe
50fb_070.wav,Severe
54m_008.wav,Severe
46mb_042.wav,Mild
60m_128.wav,Severe
26f_008.wav,Mild
64m_083.wav,Mild
26f_057.wav,Mild
44m_010.wav,Severe
29mb_036.wav,Severe
37m_023.wav,Severe
50fb_022.wav,Severe
29ma_025.wav,Severe
24mb_019.wav,Mild
57m_040.wav,Moderate
44m_257.wav,Mild
50fa_118.wav,Mild
44m_395.wav,Mild
60m_120.wav,Mild
27ma_048.wav,Severe
54m_069.wav,Mild
32m_027.wav,Moderate
68m_085.wav,Mild
24mb_036.wav,Severe
64m_084.wav,Severe
24fa_032.wav,Severe
68m_065.wav,Severe
34m_038.wav,Severe
24fc_031.wav,Severe
43m_012.wav,Severe
44m_166.wav,Severe
28m_049.wav,Severe
54f_046.wav,Severe
32m_049.wav,Moderate
509_016.wav,Moderate
507_062.wav,Severe
44m_349.wav,Mild
44m_028.wav,Severe
26f_040.wav,Mild
68m_050.wav,Mild
29mb_088.wav,Severe
39f_018.wav,Mild
44m_159.wav,Severe
508_090.wav,Mild
62m_049.wav,Mild
44m_014.wav,Severe
24fc_106.wav,Severe
35ma_018.wav,Severe
46ma_105.wav,Mild
44m_225.wav,Mild
26f_020.wav,Mild
24fc_058.wav,Severe
54m_066.wav,Mild
508_023.wav,Severe
43m_007.wav,Severe
62m_031.wav,Severe
24fc_006.wav,Mild
57m_025.wav,Mild
68m_081.wav,Severe
44m_154.wav,Mild
46ma_115.wav,Severe
35ma_000.wav,Severe
54f_000.wav,Mild
24ma_022.wav,Severe
24fc_073.wav,Mild
29mc_017.wav,Severe
44m_315.wav,Mild
508_012.wav,Severe
57m_090.wav,Mild
35mb_032.wav,Mild
44m_379.wav,Severe
508_125.wav,Mild
503_057.wav,Mild
44m_006.wav,Severe
508_130.wav,Severe
37m_001.wav,Severe
50fb_034.wav,Severe
24ma_028.wav,Mild
68m_039.wav,Severe
50fa_000.wav,Severe
26f_038.wav,Mild
44m_384.wav,Severe
62m_040.wav,Mild
50fa_207.wav,Mild
34m_062.wav,Mild
54f_068.wav,Severe
50fb_066.wav,Mild
34m_047.wav,Severe
62f_026.wav,Severe
503_054.wav,Severe
54f_058.wav,Severe
507_018.wav,Mild
68m_082.wav,Mild
26m_027.wav,Mild
46ma_111.wav,Mild
34m_082.wav,Mild
44m_060.wav,Severe
508_028.wav,Mild
62f_015.wav,Mild
60m_070.wav,Mild
29mb_096.wav,Moderate
44m_114.wav,Severe
50fa_210.wav,Mild
60m_133.wav,Mild
24ma_025.wav,Severe
37m_032.wav,Severe
24ma_063.wav,Mild
25m_024.wav,Severe
27ma_042.wav,Severe
29mb_056.wav,Severe
509_020.wav,Mild
50fa_110.wav,Mild
507_066.wav,Severe
60m_012.wav,Mild
29mb_031.wav,Severe
46mb_008.wav,Mild
508_039.wav,Severe
25m_032.wav,Mild
44m_397.wav,Mild
39f_015.wav,Mild
60m_071.wav,Mild
29mb_105.wav,Severe
27ma_043.wav,Severe
26m_010.wav,Moderate
29mc_037.wav,Severe
508_033.wav,Mild
34m_014.wav,Severe
34m_080.wav,Severe
508_045.wav,Mild
46ma_077.wav,Mild
44m_092.wav,Mild
46mb_021.wav,Mild
29ma_038.wav,Moderate
27ma_053.wav,Moderate
54m_075.wav,Severe
50fa_134.wav,Severe
29ma_008.wav,Severe
35mb_100.wav,Mild
43m_032.wav,Severe
35mb_017.wav,Mild
28m_053.wav,Severe
54f_024.wav,Severe
50fa_093.wav,Severe
27ma_021.wav,Severe
37m_019.wav,Severe
60m_135.wav,Mild
62f_030.wav,Mild
64m_044.wav,Mild
24fa_058.wav,Mild
46ma_095.wav,Mild
29mb_071.wav,Severe
57m_032.wav,Mild
68m_019.wav,Mild
43m_013.wav,Severe
35mb_076.wav,Severe
62m_089.wav,Severe
54m_077.wav,Severe
60m_069.wav,Mild
50fa_153.wav,Severe
57m_005.wav,Severe
44m_196.wav,Moderate
503_023.wav,Severe
50fa_184.wav,Severe
64m_034.wav,Moderate
62f_031.wav,Mild
39f_036.wav,Severe
35mb_052.wav,Mild
507_057.wav,Severe
46ma_002.wav,Mild
46ma_086.wav,Mild
62m_076.wav,Mild
60m_048.wav,Mild
24fa_033.wav,Mild
54f_075.wav,Mild
508_115.wav,Moderate
64m_058.wav,Severe
54f_038.wav,Severe
34m_043.wav,Mild
24fa_025.wav,Mild
68m_010.wav,Severe
28m_029.wav,Moderate
24mb_035.wav,Severe
64m_047.wav,Moderate
24fa_060.wav,Mild
50fa_194.wav,Mild
28m_010.wav,Mild
46ma_104.wav,Mild
60m_115.wav,Severe
54f_082.wav,Severe
29ma_105.wav,Severe
25m_082.wav,Severe
34m_094.wav,Severe
24fa_014.wav,Moderate
57m_030.wav,Mild
29mb_030.wav,Mild
54f_004.wav,Severe
509_028.wav,Mild
24fc_084.wav,Mild
24fc_039.wav,Severe
60m_031.wav,Mild
64m_027.wav,Mild
50fb_060.wav,Severe
44m_001.wav,Mild
50fa_033.wav,Severe
64m_069.wav,Mild
44m_288.wav,Mild
29ma_076.wav,Mild
24fc_019.wav,Severe
43m_036.wav,Severe
35mb_103.wav,Severe
37m_012.wav,Severe
34m_087.wav,Severe
24fa_023.wav,Severe
54m_057.wav,Severe
50fa_096.wav,Severe
43m_030.wav,Severe
54m_084.wav,Mild
26f_043.wav,Mild
29ma_106.wav,Moderate
44m_141.wav,Severe
54m_076.wav,Severe
29ma_063.wav,Mild
44m_269.wav,Severe
29mb_022.wav,Severe
57m_019.wav,Moderate
509_019.wav,Moderate
44m_299.wav,Mild
28m_027.wav,Mild
24mb_076.wav,Severe
24fc_032.wav,Severe
35mb_093.wav,Mild
44m_406.wav,Mild
50fb_038.wav,Mild
50fa_155.wav,Severe
24fc_026.wav,Mild
46ma_063.wav,Mild
24ma_064.wav,Mild
29mc_003.wav,Severe
28m_009.wav,Severe
50fb_062.wav,Severe
508_067.wav,Severe
24mb_052.wav,Severe
508_139.wav,Severe
34m_079.wav,Mild
24ma_048.wav,Mild
34m_046.wav,Severe
25m_031.wav,Severe
44m_170.wav,Mild
68m_014.wav,Mild
68m_072.wav,Mild
57m_003.wav,Mild
24fc_091.wav,Severe
54m_033.wav,Moderate
57m_002.wav,Mild
64m_010.wav,Severe
508_105.wav,Moderate
43m_010.wav,Severe
26f_019.wav,Mild
62m_018.wav,Mild
29ma_065.wav,Mild
28m_018.wav,Severe
62m_007.wav,Severe
46mb_031.wav,Severe
43m_026.wav,Severe
68m_040.wav,Mild
29ma_041.wav,Moderate
24fc_013.wav,Severe
50fa_124.wav,Moderate
29mc_005.wav,Severe
32m_023.wav,Severe
43m_043.wav,Severe
46mb_006.wav,Mild
43m_019.wav,Severe
44m_277.wav,Mild
24ma_054.wav,Mild
507_021.wav,Mild
46ma_048.wav,Mild
35ma_009.wav,Severe
35mb_105.wav,Mild
64m_025.wav,Severe
43m_067.wav,Mild
29mb_018.wav,Severe
50fb_032.wav,Severe
43m_035.wav,Severe
34m_072.wav,Mild
24mb_048.wav,Mild
24fb_043.wav,Mild
29mb_069.wav,Severe
46ma_091.wav,Mild
32m_007.wav,Severe
44m_377.wav,Severe
46ma_089.wav,Mild
508_056.wav,Mild
503_021.wav,Severe
29ma_039.wav,Mild
29mb_004.wav,Severe
46ma_061.wav,Mild
32m_037.wav,Severe
25m_039.wav,Severe
54m_072.wav,Moderate
508_076.wav,Moderate
57m_018.wav,Moderate
28m_024.wav,Severe
44m_230.wav,Mild
54f_027.wav,Severe
29ma_051.wav,Mild
50fb_006.wav,Severe
29mb_059.wav,Severe
46mb_024.wav,Mild
26f_026.wav,Mild
26f_042.wav,Mild
44m_043.wav,Mild
32m_011.wav,Severe
50fa_136.wav,Mild
44m_071.wav,Mild
44m_220.wav,Severe
37m_010.wav,Severe
35mb_074.wav,Severe
35mb_040.wav,Severe
35mb_092.wav,Mild
29mb_039.wav,Mild
503_034.wav,Moderate
29ma_081.wav,Mild
44m_276.wav,Moderate
24mb_143.wav,Mild
35mb_042.wav,Mild
44m_242.wav,Mild
60m_016.wav,Severe
35mb_091.wav,Mild
507_002.wav,Severe
24mb_095.wav,Mild
54m_086.wav,Severe
68m_053.wav,Severe
25m_042.wav,Severe
29mb_034.wav,Mild
50fa_006.wav,Mild
54f_028.wav,Mild
507_036.wav,Severe
503_003.wav,Severe
50fa_227.wav,Mild
27ma_036.wav,Severe
43m_017.wav,Severe
44m_136.wav,Severe
29mb_076.wav,Severe
35mb_082.wav,Mild
24mb_088.wav,Severe
60m_118.wav,Severe
50fa_055.wav,Mild
64m_018.wav,Severe
508_077.wav,Severe
50fa_138.wav,Mild
24mb_068.wav,Severe
35mb_053.wav,Mild
25m_005.wav,Severe
62m_056.wav,Severe
29ma_080.wav,Mild
60m_081.wav,Mild
50fa_001.wav,Mild
35mb_029.wav,Mild
34m_030.wav,Mild
24fb_025.wav,Severe
508_106.wav,Moderate
508_102.wav,Severe
50fa_214.wav,Mild
35mb_089.wav,Moderate
39f_016.wav,Mild
26f_035.wav,Severe
29mc_038.wav,Mild
507_049.wav,Severe
508_069.wav,Severe
62m_116.wav,Mild
44m_042.wav,Moderate
35mb_003.wav,Severe
43m_041.wav,Severe
503_055.wav,Severe
24ma_015.wav,Severe
503_045.wav,Severe
27ma_049.wav,Moderate
28m_048.wav,Severe
54f_048.wav,Severe
26f_011.wav,Mild
60m_033.wav,Severe
62m_025.wav,Mild
35mb_050.wav,Mild
57m_082.wav,Mild
34m_090.wav,Mild
44m_259.wav,Mild
50fb_021.wav,Severe
29ma_084.wav,Severe
29mb_053.wav,Severe
60m_087.wav,Mild
50fb_043.wav,Mild
24fc_126.wav,Mild
24mb_093.wav,Mild
26m_016.wav,Mild
39f_034.wav,Severe
29mb_038.wav,Severe
64m_045.wav,Severe
60m_052.wav,Severe
32m_036.wav,Mild
54f_013.wav,Severe
44m_354.wav,Severe
24fc_122.wav,Severe
43m_004.wav,Severe
60m_132.wav,Mild
46mb_014.wav,Moderate
24fc_093.wav,Mild
503_015.wav,Mild
54m_001.wav,Moderate
509_005.wav,Mild
24fa_054.wav,Mild
50fa_135.wav,Mild
34m_040.wav,Severe
62m_104.wav,Mild
24ma_030.wav,Mild
29ma_058.wav,Mild
68m_068.wav,Mild
44m_372.wav,Severe
54f_090.wav,Mild
60m_008.wav,Mild
503_039.wav,Severe
60m_009.wav,Severe
62m_004.wav,Severe
50fa_010.wav,Severe
27ma_002.wav,Moderate
37m_007.wav,Severe
24ma_008.wav,Mild
50fa_003.wav,Severe
503_051.wav,Mild
24mb_090.wav,Mild
43m_065.wav,Mild
25m_004.wav,Severe
46ma_043.wav,Severe
25m_045.wav,Severe
507_027.wav,Severe
24fb_010.wav,Severe
60m_092.wav,Severe
60m_074.wav,Moderate
44m_250.wav,Mild
508_121.wav,Mild
37m_005.wav,Severe
46mb_010.wav,Severe
24fa_062.wav,Severe
44m_203.wav,Mild
44m_393.wav,Severe
54f_045.wav,Severe
62m_078.wav,Severe
27ma_011.wav,Severe
44m_020.wav,Mild
24fc_005.wav,Mild
37m_027.wav,Severe
509_031.wav,Mild
43m_009.wav,Mild
62m_020.wav,Mild
44m_064.wav,Mild
50fa_169.wav,Mild
44m_021.wav,Mild
24mb_116.wav,Severe
50fa_002.wav,Severe
29mc_014.wav,Severe
29mb_092.wav,Severe
44m_403.wav,Moderate
507_011.wav,Severe
26m_030.wav,Mild
509_008.wav,Mild
57m_050.wav,Mild
26f_030.wav,Mild
29ma_096.wav,Severe
34m_034.wav,Severe
46ma_031.wav,Mild
46ma_007.wav,Mild
24mb_012.wav,Severe
24ma_006.wav,Moderate
62m_074.wav,Mild
24fa_018.wav,Severe
50fa_145.wav,Severe
26f_028.wav,Mild
50fa_115.wav,Severe
508_103.wav,Moderate
62m_106.wav,Severe
508_114.wav,Severe
44m_132.wav,Severe
44m_324.wav,Severe
32m_009.wav,Mild
44m_321.wav,Mild
68m_011.wav,Mild
34m_098.wav,Mild
28m_017.wav,Severe
50fa_080.wav,Mild
39f_019.wav,Mild
50fa_082.wav,Mild
50fa_223.wav,Mild
62m_047.wav,Mild
507_060.wav,Severe
35ma_016.wav,Severe
62m_113.wav,Mild
28m_015.wav,Severe
29mc_020.wav,Severe
29ma_071.wav,Moderate
28m_052.wav,Moderate
44m_207.wav,Mild
39f_006.wav,Severe
34m_052.wav,Severe
25m_058.wav,Severe
29mb_054.wav,Severe
54m_070.wav,Severe
50fb_014.wav,Mild
62f_013.wav,Severe
44m_319.wav,Severe
54f_002.wav,Severe
26f_005.wav,Mild
35mb_080.wav,Mild
62m_087.wav,Mild
46ma_036.wav,Mild
34m_085.wav,Moderate
24fc_052.wav,Severe
44m_387.wav,Mild
25m_016.wav,Severe
29mb_089.wav,Severe
50fa_060.wav,Mild
29mc_006.wav,Severe
508_017.wav,Moderate
29mc_040.wav,Severe
509_011.wav,Mild
62m_079.wav,Mild
44m_251.wav,Mild
54f_033.wav,Mild
35mb_081.wav,Mild
28m_008.wav,Severe
54m_058.wav,Severe
54m_007.wav,Severe
44m_281.wav,Moderate
44m_294.wav,Mild
54f_054.wav,Mild
35mb_025.wav,Severe
54f_096.wav,Severe
44m_398.wav,Mild
68m_004.wav,Severe
25m_007.wav,Severe
29ma_059.wav,Mild
44m_163.wav,Mild
44m_023.wav,Severe
44m_266.wav,Severe
508_003.wav,Severe
44m_405.wav,Mild
27ma_025.wav,Severe
50fa_063.wav,Severe
50fa_231.wav,Severe
37m_002.wav,Severe
62m_003.wav,Severe
29ma_040.wav,Mild
44m_275.wav,Severe
29mc_045.wav,Severe
62m_118.wav,Mild
44m_011.wav,Mild
32m_001.wav,Severe
24fa_031.wav,Severe
26f_016.wav,Moderate
68m_015.wav,Moderate
50fa_105.wav,Mild
507_034.wav,Severe
37m_021.wav,Severe
508_101.wav,Mild
50fa_199.wav,Mild
27ma_000.wav,Severe
50fb_072.wav,Mild
24ma_036.wav,Severe
29ma_082.wav,Mild
26m_018.wav,Mild
46ma_052.wav,Mild
34m_045.wav,Severe
24fc_123.wav,Mild
46ma_009.wav,Mild
503_056.wav,Mild
44m_232.wav,Mild
44m_396.wav,Mild
25m_029.wav,Severe
24mb_077.wav,Mild
44m_013.wav,Mild
508_065.wav,Mild
62m_120.wav,Mild
44m_290.wav,Mild
50fa_215.wav,Severe
29mc_010.wav,Severe
37m_024.wav,Severe
35mb_077.wav,Severe
54f_021.wav,Severe
50fa_161.wav,Severe
46mb_000.wav,Mild
508_123.wav,Mild
507_029.wav,Severe
26m_021.wav,Severe
24fb_020.wav,Severe
24ma_031.wav,Mild
35mb_098.wav,Mild
50fb_025.wav,Severe
50fa_229.wav,Mild
29mc_033.wav,Severe
60m_007.wav,Mild
54m_063.wav,Mild
503_001.wav,Severe
44m_180.wav,Severe
29mb_006.wav,Severe
46ma_083.wav,Mild
34m_054.wav,Severe
57m_033.wav,Mild
50fa_068.wav,Severe
43m_038.wav,Mild
39f_021.wav,Mild
57m_047.wav,Mild
24mb_074.wav,Mild
27ma_009.wav,Severe
62f_001.wav,Severe
64m_088.wav,Severe
27ma_030.wav,Severe
43m_008.wav,Mild
46ma_117.wav,Mild
50fa_067.wav,Severe
50fb_054.wav,Severe
68m_006.wav,Severe
24mb_097.wav,Mild
29ma_049.wav,Severe
24ma_035.wav,Severe
44m_341.wav,Severe
24fc_098.wav,Mild
29ma_104.wav,Mild
29ma_064.wav,Mild
60m_110.wav,Mild
